epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
191,617.997,0.43997,1.12394,0.88242,0.97797,1,0.995,0.93739,0.37233,1.19977,0.76781,9.91865e-05,9.91865e-05,9.91865e-05
192,621.209,0.36911,1.14524,0.86222,0.98506,1,0.995,0.93739,0.35641,1.15993,0.76576,9.09349e-05,9.09349e-05,9.09349e-05
193,624.238,0.39711,1.10189,0.87099,0.98506,1,0.995,0.93739,0.35641,1.15993,0.76576,8.26832e-05,8.26832e-05,8.26832e-05
194,627.403,0.4281,1.07111,0.83183,0.98506,1,0.995,0.93739,0.35641,1.15993,0.76576,7.44316e-05,7.44316e-05,7.44316e-05
195,630.497,0.4138,1.02916,0.77978,0.98506,1,0.995,0.93739,0.35641,1.15993,0.76576,6.61799e-05,6.61799e-05,6.61799e-05
196,633.534,0.48835,1.1951,0.81374,0.98896,1,0.995,0.93739,0.33936,1.12853,0.76312,5.79283e-05,5.79283e-05,5.79283e-05
197,636.672,0.37417,1.00285,0.84972,0.98896,1,0.995,0.93739,0.33936,1.12853,0.76312,4.96766e-05,4.96766e-05,4.96766e-05
198,639.655,0.46528,1.07834,0.83233,0.98896,1,0.995,0.93739,0.33936,1.12853,0.76312,4.1425e-05,4.1425e-05,4.1425e-05
199,642.769,0.36322,0.99605,0.80697,0.98896,1,0.995,0.93739,0.33936,1.12853,0.76312,3.31733e-05,3.31733e-05,3.31733e-05
200,645.943,0.4353,1.03358,0.81718,0.98982,1,0.995,0.93739,0.33201,1.11041,0.76194,2.49217e-05,2.49217e-05,2.49217e-05
